,Instant,Date,Season,Month,Hour,Holiday?,Day of Week,Workday?,Weather Situation,Temperature,Feeling Temperature,Casual Users,Registered User,Total Users,Casual_Ratio,Average_temperature,Wind Speed
6935,6936,2011-10-21,Fall,October,14,False,Friday,True,Sunny,21.32,25.0,67,131,198,0.3383838383838384,0.51,19.999499999999998
6936,6937,2011-10-21,Fall,October,15,False,Friday,True,Sunny,20.5,24.240000000000002,57,178,235,0.2425531914893617,0.4924,19.0012
6937,6938,2011-10-21,Fall,October,16,False,Friday,True,Sunny,20.5,24.240000000000002,60,242,302,0.1986754966887417,0.4924,16.997899999999998
6938,6939,2011-10-21,Fall,October,17,False,Friday,True,Cloudy,18.86,22.725,79,445,524,0.15076335877862596,0.45725000000000005,16.997899999999998
6939,6940,2011-10-21,Fall,October,18,False,Friday,True,Cloudy,18.04,21.97,43,354,397,0.10831234256926953,0.4397,16.997899999999998
6940,6941,2011-10-21,Fall,October,19,False,Friday,True,Cloudy,18.04,21.97,25,228,253,0.09881422924901186,0.4397,26.0027
6941,6942,2011-10-21,Fall,October,20,False,Friday,True,Cloudy,18.04,21.97,29,155,184,0.15760869565217392,0.4397,15.001299999999999
6942,6943,2011-10-21,Fall,October,21,False,Friday,True,Sunny,17.22,21.21,31,112,143,0.21678321678321677,0.42210000000000003,11.0014
6943,6944,2011-10-21,Fall,October,22,False,Friday,True,Sunny,17.22,21.21,24,89,113,0.21238938053097345,0.42210000000000003,11.0014
6944,6945,2011-10-21,Fall,October,23,False,Friday,True,Sunny,16.400000000000002,20.455000000000002,18,99,117,0.15384615384615385,0.40455,15.001299999999999
6945,6946,2011-10-22,Fall,October,0,False,Saturday,False,Sunny,16.400000000000002,20.455000000000002,16,80,96,0.16666666666666666,0.40455,12.998
6946,6947,2011-10-22,Fall,October,1,False,Saturday,False,Sunny,16.400000000000002,20.455000000000002,20,50,70,0.2857142857142857,0.40455,12.998
6947,6948,2011-10-22,Fall,October,2,False,Saturday,False,Sunny,16.400000000000002,20.455000000000002,6,25,31,0.1935483870967742,0.40455,16.997899999999998
6948,6949,2011-10-22,Fall,October,3,False,Saturday,False,Sunny,16.400000000000002,20.455000000000002,1,19,20,0.05,0.40455,8.9981
6949,6950,2011-10-22,Fall,October,4,False,Saturday,False,Sunny,15.58,19.695,4,4,8,0.5,0.38695,6.0032
6950,6951,2011-10-22,Fall,October,5,False,Saturday,False,Sunny,15.58,19.695,1,7,8,0.125,0.38695,0.0
6951,6952,2011-10-22,Fall,October,6,False,Saturday,False,Sunny,14.76,18.94,1,17,18,0.05555555555555555,0.3694,0.0
6952,6953,2011-10-22,Fall,October,7,False,Saturday,False,Sunny,14.76,18.18,8,49,57,0.14035087719298245,0.3618,7.0015
6953,6954,2011-10-22,Fall,October,8,False,Saturday,False,Sunny,16.400000000000002,20.455000000000002,26,88,114,0.22807017543859648,0.40455,0.0
6954,6955,2011-10-22,Fall,October,9,False,Saturday,False,Sunny,17.22,21.21,47,122,169,0.2781065088757396,0.42210000000000003,6.0032
6955,6956,2011-10-22,Fall,October,10,False,Saturday,False,Cloudy,18.04,21.97,87,149,236,0.3686440677966102,0.4397,7.0015
6956,6957,2011-10-22,Fall,October,11,False,Saturday,False,Cloudy,18.04,21.97,110,172,282,0.3900709219858156,0.4397,7.0015
6957,6958,2011-10-22,Fall,October,12,False,Saturday,False,Sunny,18.86,22.725,132,211,343,0.3848396501457726,0.45725000000000005,6.0032
6958,6959,2011-10-22,Fall,October,13,False,Saturday,False,Sunny,20.5,24.240000000000002,136,186,322,0.422360248447205,0.4924,0.0
6959,6960,2011-10-22,Fall,October,14,False,Saturday,False,Cloudy,19.68,23.485,133,177,310,0.4290322580645161,0.47485,15.001299999999999
6960,6961,2011-10-22,Fall,October,15,False,Saturday,False,Sunny,19.68,23.485,159,223,382,0.4162303664921466,0.47485,15.001299999999999
6961,6962,2011-10-22,Fall,October,16,False,Saturday,False,Sunny,20.5,24.240000000000002,169,190,359,0.47075208913649025,0.4924,12.998
6962,6963,2011-10-22,Fall,October,17,False,Saturday,False,Sunny,18.86,22.725,143,217,360,0.3972222222222222,0.45725000000000005,8.9981
6963,6964,2011-10-22,Fall,October,18,False,Saturday,False,Sunny,18.04,21.97,111,224,335,0.33134328358208953,0.4397,6.0032
6964,6965,2011-10-22,Fall,October,19,False,Saturday,False,Sunny,18.04,21.97,47,173,220,0.21363636363636362,0.4397,0.0
6965,6966,2011-10-22,Fall,October,20,False,Saturday,False,Sunny,17.22,21.21,48,111,159,0.3018867924528302,0.42210000000000003,0.0
6966,6967,2011-10-22,Fall,October,21,False,Saturday,False,Sunny,16.400000000000002,20.455000000000002,37,120,157,0.2356687898089172,0.40455,0.0
6967,6968,2011-10-22,Fall,October,22,False,Saturday,False,Sunny,16.400000000000002,20.455000000000002,30,114,144,0.20833333333333334,0.40455,0.0
6968,6969,2011-10-22,Fall,October,23,False,Saturday,False,Sunny,15.58,19.695,27,81,108,0.25,0.38695,0.0
6969,6970,2011-10-23,Fall,October,0,False,Sunday,False,Sunny,14.76,18.94,24,64,88,0.2727272727272727,0.3694,0.0
6970,6971,2011-10-23,Fall,October,1,False,Sunday,False,Sunny,14.76,18.94,11,60,71,0.15492957746478872,0.3694,0.0
6971,6972,2011-10-23,Fall,October,2,False,Sunday,False,Sunny,13.940000000000001,17.424999999999997,10,40,50,0.2,0.34425,6.0032
6972,6973,2011-10-23,Fall,October,3,False,Sunday,False,Sunny,13.940000000000001,18.18,15,31,46,0.32608695652173914,0.3518,0.0
6973,6974,2011-10-23,Fall,October,4,False,Sunday,False,Sunny,13.940000000000001,18.18,5,1,6,0.8333333333333334,0.3518,0.0
6974,6975,2011-10-23,Fall,October,5,False,Sunday,False,Sunny,13.120000000000001,17.424999999999997,1,2,3,0.3333333333333333,0.33425,0.0
6975,6976,2011-10-23,Fall,October,6,False,Sunday,False,Sunny,13.120000000000001,16.665,0,12,12,0.0,0.32665,7.0015
6976,6977,2011-10-23,Fall,October,7,False,Sunday,False,Sunny,13.940000000000001,17.424999999999997,3,18,21,0.14285714285714285,0.34425,6.0032
6977,6978,2011-10-23,Fall,October,8,False,Sunday,False,Sunny,14.76,17.424999999999997,32,56,88,0.36363636363636365,0.35424999999999995,8.9981
6978,6979,2011-10-23,Fall,October,9,False,Sunday,False,Sunny,16.400000000000002,20.455000000000002,48,95,143,0.3356643356643357,0.40455,0.0
6979,6980,2011-10-23,Fall,October,10,False,Sunday,False,Sunny,17.22,21.21,104,185,289,0.35986159169550175,0.42210000000000003,6.0032
6980,6981,2011-10-23,Fall,October,11,False,Sunday,False,Sunny,18.86,22.725,131,202,333,0.3933933933933934,0.45725000000000005,11.0014
6981,6982,2011-10-23,Fall,October,12,False,Sunday,False,Sunny,20.5,24.240000000000002,164,249,413,0.39709443099273606,0.4924,16.997899999999998
6982,6983,2011-10-23,Fall,October,13,False,Sunday,False,Sunny,21.32,25.0,160,255,415,0.3855421686746988,0.51,12.998
6983,6984,2011-10-23,Fall,October,14,False,Sunday,False,Sunny,21.32,25.0,192,216,408,0.47058823529411764,0.51,15.001299999999999
6984,6985,2011-10-23,Fall,October,15,False,Sunday,False,Sunny,21.32,25.0,171,216,387,0.4418604651162791,0.51,11.0014
6985,6986,2011-10-23,Fall,October,16,False,Sunday,False,Sunny,21.32,25.0,188,217,405,0.4641975308641975,0.51,12.998
6986,6987,2011-10-23,Fall,October,17,False,Sunday,False,Sunny,20.5,24.240000000000002,120,220,340,0.35294117647058826,0.4924,8.9981
6987,6988,2011-10-23,Fall,October,18,False,Sunday,False,Sunny,20.5,24.240000000000002,88,196,284,0.30985915492957744,0.4924,7.0015
6988,6989,2011-10-23,Fall,October,19,False,Sunday,False,Sunny,18.86,22.725,53,140,193,0.27461139896373055,0.45725000000000005,0.0
6989,6990,2011-10-23,Fall,October,20,False,Sunday,False,Sunny,18.04,21.97,32,112,144,0.2222222222222222,0.4397,6.0032
6990,6991,2011-10-23,Fall,October,21,False,Sunday,False,Sunny,18.04,21.97,24,75,99,0.24242424242424243,0.4397,6.0032
6991,6992,2011-10-23,Fall,October,22,False,Sunday,False,Sunny,17.22,21.21,25,69,94,0.26595744680851063,0.42210000000000003,7.0015
6992,6993,2011-10-23,Fall,October,23,False,Sunday,False,Sunny,17.22,21.21,18,31,49,0.3673469387755102,0.42210000000000003,11.0014
6993,6994,2011-10-24,Fall,October,0,False,Monday,True,Sunny,17.22,21.21,6,26,32,0.1875,0.42210000000000003,0.0
6994,6995,2011-10-24,Fall,October,1,False,Monday,True,Sunny,16.400000000000002,20.455000000000002,7,8,15,0.4666666666666667,0.40455,8.9981
6995,6996,2011-10-24,Fall,October,2,False,Monday,True,Sunny,16.400000000000002,20.455000000000002,1,6,7,0.14285714285714285,0.40455,7.0015
6996,6997,2011-10-24,Fall,October,3,False,Monday,True,Sunny,16.400000000000002,20.455000000000002,1,3,4,0.25,0.40455,6.0032
6997,6998,2011-10-24,Fall,October,4,False,Monday,True,Sunny,16.400000000000002,20.455000000000002,1,5,6,0.16666666666666666,0.40455,0.0
6998,6999,2011-10-24,Fall,October,5,False,Monday,True,Sunny,15.58,19.695,2,19,21,0.09523809523809523,0.38695,0.0
6999,7000,2011-10-24,Fall,October,6,False,Monday,True,Sunny,16.400000000000002,20.455000000000002,3,83,86,0.03488372093023256,0.40455,7.0015
7000,7001,2011-10-24,Fall,October,7,False,Monday,True,Cloudy,15.58,19.695,11,274,285,0.03859649122807018,0.38695,7.0015
7001,7002,2011-10-24,Fall,October,8,False,Monday,True,Cloudy,17.22,21.21,20,378,398,0.05025125628140704,0.42210000000000003,11.0014
7002,7003,2011-10-24,Fall,October,9,False,Monday,True,Cloudy,18.04,21.97,29,166,195,0.14871794871794872,0.4397,11.0014
7003,7004,2011-10-24,Fall,October,10,False,Monday,True,Cloudy,18.86,22.725,47,82,129,0.3643410852713178,0.45725000000000005,16.997899999999998
7004,7005,2011-10-24,Fall,October,11,False,Monday,True,Cloudy,20.5,24.240000000000002,59,109,168,0.35119047619047616,0.4924,11.0014
7005,7006,2011-10-24,Fall,October,12,False,Monday,True,Cloudy,21.32,25.0,64,156,220,0.2909090909090909,0.51,7.0015
7006,7007,2011-10-24,Fall,October,13,False,Monday,True,Cloudy,22.14,25.759999999999998,60,138,198,0.30303030303030304,0.5276000000000001,15.001299999999999
7007,7008,2011-10-24,Fall,October,14,False,Monday,True,Cloudy,22.14,25.759999999999998,63,143,206,0.3058252427184466,0.5276000000000001,12.998
7008,7009,2011-10-24,Fall,October,15,False,Monday,True,Sunny,22.96,26.515,52,125,177,0.2937853107344633,0.54515,11.0014
7009,7010,2011-10-24,Fall,October,16,False,Monday,True,Sunny,22.14,25.759999999999998,68,242,310,0.21935483870967742,0.5276000000000001,12.998
7010,7011,2011-10-24,Fall,October,17,False,Monday,True,Sunny,21.32,25.0,87,527,614,0.14169381107491857,0.51,8.9981
7011,7012,2011-10-24,Fall,October,18,False,Monday,True,Sunny,22.14,25.759999999999998,58,428,486,0.11934156378600823,0.5276000000000001,6.0032
7012,7013,2011-10-24,Fall,October,19,False,Monday,True,Light Precipitation,19.68,23.485,25,212,237,0.10548523206751055,0.47485,0.0
7013,7014,2011-10-24,Fall,October,20,False,Monday,True,Sunny,19.68,23.485,11,118,129,0.08527131782945736,0.47485,7.0015
7014,7015,2011-10-24,Fall,October,21,False,Monday,True,Sunny,18.86,22.725,12,114,126,0.09523809523809523,0.45725000000000005,7.0015
7015,7016,2011-10-24,Fall,October,22,False,Monday,True,Sunny,19.68,23.485,3,76,79,0.0379746835443038,0.47485,11.0014
7016,7017,2011-10-24,Fall,October,23,False,Monday,True,Sunny,18.86,22.725,9,50,59,0.15254237288135594,0.45725000000000005,6.0032
7017,7018,2011-10-25,Fall,October,0,False,Tuesday,True,Sunny,18.04,21.97,4,26,30,0.13333333333333333,0.4397,8.9981
7018,7019,2011-10-25,Fall,October,1,False,Tuesday,True,Sunny,18.04,21.97,5,6,11,0.45454545454545453,0.4397,8.9981
7019,7020,2011-10-25,Fall,October,2,False,Tuesday,True,Sunny,17.22,21.21,2,3,5,0.4,0.42210000000000003,8.9981
7020,7021,2011-10-25,Fall,October,3,False,Tuesday,True,Sunny,16.400000000000002,20.455000000000002,1,3,4,0.25,0.40455,0.0
7021,7022,2011-10-25,Fall,October,4,False,Tuesday,True,Sunny,15.58,19.695,0,5,5,0.0,0.38695,8.9981
7022,7023,2011-10-25,Fall,October,5,False,Tuesday,True,Sunny,15.58,19.695,0,24,24,0.0,0.38695,8.9981
7023,7024,2011-10-25,Fall,October,6,False,Tuesday,True,Sunny,15.58,19.695,3,95,98,0.030612244897959183,0.38695,7.0015
7024,7025,2011-10-25,Fall,October,7,False,Tuesday,True,Sunny,16.400000000000002,20.455000000000002,15,299,314,0.04777070063694268,0.40455,12.998
7025,7026,2011-10-25,Fall,October,8,False,Tuesday,True,Sunny,18.04,21.97,25,383,408,0.061274509803921566,0.4397,0.0
7026,7027,2011-10-25,Fall,October,9,False,Tuesday,True,Sunny,19.68,23.485,29,194,223,0.13004484304932734,0.47485,15.001299999999999
7027,7028,2011-10-25,Fall,October,10,False,Tuesday,True,Sunny,20.5,24.240000000000002,26,102,128,0.203125,0.4924,16.997899999999998
7028,7029,2011-10-25,Fall,October,11,False,Tuesday,True,Sunny,21.32,25.0,46,120,166,0.27710843373493976,0.51,19.0012
7029,7030,2011-10-25,Fall,October,12,False,Tuesday,True,Sunny,22.14,25.759999999999998,35,165,200,0.175,0.5276000000000001,23.9994
7030,7031,2011-10-25,Fall,October,13,False,Tuesday,True,Sunny,22.96,26.515,37,161,198,0.18686868686868688,0.54515,26.0027
7031,7032,2011-10-25,Fall,October,14,False,Tuesday,True,Sunny,22.96,26.515,66,134,200,0.33,0.54515,16.997899999999998
7032,7033,2011-10-25,Fall,October,15,False,Tuesday,True,Sunny,22.96,26.515,63,171,234,0.2692307692307692,0.54515,7.0015
7033,7034,2011-10-25,Fall,October,16,False,Tuesday,True,Sunny,22.96,26.515,52,233,285,0.1824561403508772,0.54515,12.998
7034,7035,2011-10-25,Fall,October,17,False,Tuesday,True,Sunny,22.96,26.515,68,517,585,0.11623931623931624,0.54515,7.0015
7035,7036,2011-10-25,Fall,October,18,False,Tuesday,True,Sunny,21.32,25.0,65,453,518,0.12548262548262548,0.51,7.0015
7036,7037,2011-10-25,Fall,October,19,False,Tuesday,True,Sunny,19.68,23.485,44,294,338,0.1301775147928994,0.47485,12.998
7037,7038,2011-10-25,Fall,October,20,False,Tuesday,True,Sunny,18.86,22.725,40,208,248,0.16129032258064516,0.45725000000000005,7.0015
7038,7039,2011-10-25,Fall,October,21,False,Tuesday,True,Sunny,18.04,21.97,32,169,201,0.15920398009950248,0.4397,8.9981
7039,7040,2011-10-25,Fall,October,22,False,Tuesday,True,Sunny,18.86,22.725,22,148,170,0.12941176470588237,0.45725000000000005,12.998
7040,7041,2011-10-25,Fall,October,23,False,Tuesday,True,Sunny,18.04,21.97,15,79,94,0.1595744680851064,0.4397,8.9981
7041,7042,2011-10-26,Fall,October,0,False,Wednesday,True,Sunny,18.04,21.97,4,28,32,0.125,0.4397,12.998
7042,7043,2011-10-26,Fall,October,1,False,Wednesday,True,Sunny,18.04,21.97,3,9,12,0.25,0.4397,16.997899999999998
7043,7044,2011-10-26,Fall,October,2,False,Wednesday,True,Sunny,18.04,21.97,2,1,3,0.6666666666666666,0.4397,11.0014
7044,7045,2011-10-26,Fall,October,3,False,Wednesday,True,Sunny,18.04,21.97,0,3,3,0.0,0.4397,15.001299999999999
7045,7046,2011-10-26,Fall,October,4,False,Wednesday,True,Sunny,17.22,21.21,0,5,5,0.0,0.42210000000000003,16.997899999999998
7046,7047,2011-10-26,Fall,October,5,False,Wednesday,True,Sunny,17.22,21.21,0,21,21,0.0,0.42210000000000003,15.001299999999999
7047,7048,2011-10-26,Fall,October,6,False,Wednesday,True,Sunny,17.22,21.21,0,92,92,0.0,0.42210000000000003,15.001299999999999
7048,7049,2011-10-26,Fall,October,7,False,Wednesday,True,Sunny,17.22,21.21,15,284,299,0.05016722408026756,0.42210000000000003,11.0014
7049,7050,2011-10-26,Fall,October,8,False,Wednesday,True,Cloudy,18.04,21.97,26,438,464,0.05603448275862069,0.4397,12.998
7050,7051,2011-10-26,Fall,October,9,False,Wednesday,True,Cloudy,19.68,23.485,14,226,240,0.058333333333333334,0.47485,15.001299999999999
7051,7052,2011-10-26,Fall,October,10,False,Wednesday,True,Cloudy,21.32,25.0,26,105,131,0.1984732824427481,0.51,16.997899999999998
7052,7053,2011-10-26,Fall,October,11,False,Wednesday,True,Sunny,21.32,25.0,23,132,155,0.14838709677419354,0.51,22.0028
7053,7054,2011-10-26,Fall,October,12,False,Wednesday,True,Light Precipitation,23.779999999999998,27.275,39,155,194,0.20103092783505155,0.56275,15.001299999999999
7054,7055,2011-10-26,Fall,October,13,False,Wednesday,True,Light Precipitation,22.96,26.515,20,62,82,0.24390243902439024,0.54515,7.0015
7055,7056,2011-10-26,Fall,October,14,False,Wednesday,True,Cloudy,21.32,25.0,14,52,66,0.21212121212121213,0.51,0.0
7056,7057,2011-10-26,Fall,October,15,False,Wednesday,True,Cloudy,21.32,25.0,11,59,70,0.15714285714285714,0.51,0.0
7057,7058,2011-10-26,Fall,October,16,False,Wednesday,True,Cloudy,21.32,25.0,17,196,213,0.07981220657276995,0.51,6.0032
7058,7059,2011-10-26,Fall,October,17,False,Wednesday,True,Cloudy,21.32,25.0,40,414,454,0.0881057268722467,0.51,7.0015
7059,7060,2011-10-26,Fall,October,18,False,Wednesday,True,Sunny,21.32,25.0,55,398,453,0.12141280353200883,0.51,11.0014
7060,7061,2011-10-26,Fall,October,19,False,Wednesday,True,Sunny,20.5,24.240000000000002,25,306,331,0.0755287009063444,0.4924,0.0
7061,7062,2011-10-26,Fall,October,20,False,Wednesday,True,Sunny,20.5,24.240000000000002,27,180,207,0.13043478260869565,0.4924,0.0
7062,7063,2011-10-26,Fall,October,21,False,Wednesday,True,Cloudy,21.32,25.0,17,140,157,0.10828025477707007,0.51,0.0
7063,7064,2011-10-26,Fall,October,22,False,Wednesday,True,Cloudy,19.68,23.485,23,112,135,0.17037037037037037,0.47485,6.0032
7064,7065,2011-10-26,Fall,October,23,False,Wednesday,True,Cloudy,19.68,23.485,3,72,75,0.04,0.47485,6.0032
7065,7066,2011-10-27,Fall,October,0,False,Thursday,True,Sunny,18.86,22.725,3,23,26,0.11538461538461539,0.45725000000000005,0.0
7066,7067,2011-10-27,Fall,October,1,False,Thursday,True,Sunny,18.86,22.725,2,9,11,0.18181818181818182,0.45725000000000005,0.0
7067,7068,2011-10-27,Fall,October,2,False,Thursday,True,Light Precipitation,18.86,22.725,3,5,8,0.375,0.45725000000000005,0.0
7068,7069,2011-10-27,Fall,October,3,False,Thursday,True,Light Precipitation,18.86,22.725,1,3,4,0.25,0.45725000000000005,0.0
7069,7070,2011-10-27,Fall,October,4,False,Thursday,True,Light Precipitation,19.68,23.485,1,3,4,0.25,0.47485,0.0
7070,7071,2011-10-27,Fall,October,5,False,Thursday,True,Light Precipitation,19.68,23.485,1,14,15,0.06666666666666667,0.47485,6.0032
7071,7072,2011-10-27,Fall,October,6,False,Thursday,True,Light Precipitation,20.5,24.240000000000002,4,42,46,0.08695652173913043,0.4924,0.0
7072,7073,2011-10-27,Fall,October,7,False,Thursday,True,Cloudy,18.86,22.725,9,128,137,0.06569343065693431,0.45725000000000005,6.0032
7073,7074,2011-10-27,Fall,October,8,False,Thursday,True,Light Precipitation,19.68,23.485,12,304,316,0.0379746835443038,0.47485,12.998
7074,7075,2011-10-27,Fall,October,9,False,Thursday,True,Cloudy,20.5,24.240000000000002,16,155,171,0.0935672514619883,0.4924,11.0014
7075,7076,2011-10-27,Fall,October,10,False,Thursday,True,Light Precipitation,20.5,24.240000000000002,10,52,62,0.16129032258064516,0.4924,12.998
7076,7077,2011-10-27,Fall,October,11,False,Thursday,True,Light Precipitation,20.5,24.240000000000002,8,44,52,0.15384615384615385,0.4924,8.9981
7077,7078,2011-10-27,Fall,October,12,False,Thursday,True,Light Precipitation,20.5,24.240000000000002,8,45,53,0.1509433962264151,0.4924,8.9981
7078,7079,2011-10-27,Fall,October,13,False,Thursday,True,Cloudy,20.5,24.240000000000002,10,64,74,0.13513513513513514,0.4924,11.0014
7079,7080,2011-10-27,Fall,October,14,False,Thursday,True,Cloudy,21.32,25.0,16,76,92,0.17391304347826086,0.51,0.0
7080,7081,2011-10-27,Fall,October,15,False,Thursday,True,Cloudy,21.32,25.0,12,95,107,0.11214953271028037,0.51,7.0015
7081,7082,2011-10-27,Fall,October,16,False,Thursday,True,Cloudy,22.96,26.515,14,193,207,0.06763285024154589,0.54515,11.0014
7082,7083,2011-10-27,Fall,October,17,False,Thursday,True,Cloudy,20.5,24.240000000000002,31,291,322,0.09627329192546584,0.4924,31.0009
7083,7084,2011-10-27,Fall,October,18,False,Thursday,True,Cloudy,19.68,23.485,14,226,240,0.058333333333333334,0.47485,31.0009
7084,7085,2011-10-27,Fall,October,19,False,Thursday,True,Cloudy,18.04,21.97,19,200,219,0.0867579908675799,0.4397,31.0009
7085,7086,2011-10-27,Fall,October,20,False,Thursday,True,Sunny,17.22,21.21,11,171,182,0.06043956043956044,0.42210000000000003,32.9975
7086,7087,2011-10-27,Fall,October,21,False,Thursday,True,Sunny,16.400000000000002,20.455000000000002,13,119,132,0.09848484848484848,0.40455,35.0008
7087,7088,2011-10-27,Fall,October,22,False,Thursday,True,Sunny,14.76,15.909999999999998,14,97,111,0.12612612612612611,0.33909999999999996,32.9975
7088,7089,2011-10-27,Fall,October,23,False,Thursday,True,Sunny,13.940000000000001,15.15,8,60,68,0.11764705882352941,0.3215,27.999299999999998
7089,7090,2011-10-28,Fall,October,0,False,Friday,True,Sunny,13.940000000000001,15.909999999999998,4,40,44,0.09090909090909091,0.3291,16.997899999999998
7090,7091,2011-10-28,Fall,October,1,False,Friday,True,Sunny,13.120000000000001,15.15,7,9,16,0.4375,0.3115,16.997899999999998
7091,7092,2011-10-28,Fall,October,2,False,Friday,True,Sunny,13.120000000000001,15.15,1,3,4,0.25,0.3115,19.0012
7092,7093,2011-10-28,Fall,October,3,False,Friday,True,Sunny,12.299999999999999,14.395,4,4,8,0.5,0.29395,19.0012
7093,7094,2011-10-28,Fall,October,4,False,Friday,True,Sunny,12.299999999999999,14.395,5,5,10,0.5,0.29395,19.0012
7094,7095,2011-10-28,Fall,October,5,False,Friday,True,Cloudy,12.299999999999999,14.395,0,25,25,0.0,0.29395,16.997899999999998
7095,7096,2011-10-28,Fall,October,6,False,Friday,True,Sunny,11.48,13.635,1,74,75,0.013333333333333334,0.27635,16.997899999999998
7096,7097,2011-10-28,Fall,October,7,False,Friday,True,Sunny,11.48,13.635,6,199,205,0.02926829268292683,0.27635,16.997899999999998
7097,7098,2011-10-28,Fall,October,8,False,Friday,True,Sunny,12.299999999999999,14.395,13,361,374,0.034759358288770054,0.29395,19.0012
7098,7099,2011-10-28,Fall,October,9,False,Friday,True,Sunny,13.120000000000001,15.15,19,210,229,0.08296943231441048,0.3115,15.001299999999999
7099,7100,2011-10-28,Fall,October,10,False,Friday,True,Sunny,13.940000000000001,15.909999999999998,28,102,130,0.2153846153846154,0.3291,15.001299999999999
7100,7101,2011-10-28,Fall,October,11,False,Friday,True,Sunny,14.76,17.424999999999997,40,128,168,0.23809523809523808,0.35424999999999995,15.001299999999999
7101,7102,2011-10-28,Fall,October,12,False,Friday,True,Cloudy,15.58,19.695,46,167,213,0.215962441314554,0.38695,11.0014
7102,7103,2011-10-28,Fall,October,13,False,Friday,True,Cloudy,15.58,19.695,43,185,228,0.18859649122807018,0.38695,15.001299999999999
7103,7104,2011-10-28,Fall,October,14,False,Friday,True,Cloudy,14.76,17.424999999999997,33,152,185,0.1783783783783784,0.35424999999999995,12.998
7104,7105,2011-10-28,Fall,October,15,False,Friday,True,Cloudy,14.76,16.665,44,171,215,0.20465116279069767,0.34665,16.997899999999998
7105,7106,2011-10-28,Fall,October,16,False,Friday,True,Cloudy,14.76,17.424999999999997,46,262,308,0.14935064935064934,0.35424999999999995,11.0014
7106,7107,2011-10-28,Fall,October,17,False,Friday,True,Cloudy,14.76,17.424999999999997,35,411,446,0.07847533632286996,0.35424999999999995,8.9981
7107,7108,2011-10-28,Fall,October,18,False,Friday,True,Cloudy,14.76,17.424999999999997,36,332,368,0.09782608695652174,0.35424999999999995,11.0014
7108,7109,2011-10-28,Fall,October,19,False,Friday,True,Cloudy,14.76,17.424999999999997,16,188,204,0.0784313725490196,0.35424999999999995,8.9981
7109,7110,2011-10-28,Fall,October,20,False,Friday,True,Light Precipitation,13.940000000000001,15.909999999999998,12,131,143,0.08391608391608392,0.3291,15.001299999999999
7110,7111,2011-10-28,Fall,October,21,False,Friday,True,Light Precipitation,13.120000000000001,15.909999999999998,5,69,74,0.06756756756756757,0.3191,11.0014
7111,7112,2011-10-28,Fall,October,22,False,Friday,True,Light Precipitation,12.299999999999999,14.395,4,32,36,0.1111111111111111,0.29395,19.0012
7112,7113,2011-10-28,Fall,October,23,False,Friday,True,Light Precipitation,12.299999999999999,13.635,8,31,39,0.20512820512820512,0.28635,22.0028
7113,7114,2011-10-29,Fall,October,0,False,Saturday,False,Light Precipitation,11.48,12.879999999999999,0,19,19,0.0,0.26880000000000004,19.999499999999998
7114,7115,2011-10-29,Fall,October,1,False,Saturday,False,Light Precipitation,12.299999999999999,13.635,0,18,18,0.0,0.28635,19.999499999999998
7115,7116,2011-10-29,Fall,October,2,False,Saturday,False,Light Precipitation,12.299999999999999,13.635,1,16,17,0.058823529411764705,0.28635,19.999499999999998
7116,7117,2011-10-29,Fall,October,3,False,Saturday,False,Light Precipitation,12.299999999999999,13.635,0,8,8,0.0,0.28635,27.999299999999998
7117,7118,2011-10-29,Fall,October,4,False,Saturday,False,Light Precipitation,12.299999999999999,13.635,0,1,1,0.0,0.28635,27.999299999999998
7118,7119,2011-10-29,Fall,October,5,False,Saturday,False,Light Precipitation,10.66,11.365,0,1,1,0.0,0.24365,23.9994
7119,7120,2011-10-29,Fall,October,6,False,Saturday,False,Light Precipitation,10.66,11.365,4,1,5,0.8,0.24365,23.9994
7120,7121,2011-10-29,Fall,October,7,False,Saturday,False,Light Precipitation,10.66,11.365,1,6,7,0.14285714285714285,0.24365,23.9994
7121,7122,2011-10-29,Fall,October,8,False,Saturday,False,Light Precipitation,11.48,12.879999999999999,4,16,20,0.2,0.26880000000000004,23.9994
7122,7123,2011-10-29,Fall,October,9,False,Saturday,False,Light Precipitation,11.48,12.879999999999999,1,19,20,0.05,0.26880000000000004,23.9994
7123,7124,2011-10-29,Fall,October,10,False,Saturday,False,Light Precipitation,10.66,11.365,0,12,12,0.0,0.24365,22.0028
7124,7125,2011-10-29,Fall,October,11,False,Saturday,False,Light Precipitation,10.66,11.365,1,26,27,0.037037037037037035,0.24365,26.0027
7125,7126,2011-10-29,Fall,October,12,False,Saturday,False,Light Precipitation,9.84,9.85,6,44,50,0.12,0.21849999999999997,32.9975
7126,7127,2011-10-29,Fall,October,13,False,Saturday,False,Light Precipitation,9.84,9.85,0,30,30,0.0,0.21849999999999997,35.0008
7127,7128,2011-10-29,Fall,October,14,False,Saturday,False,Light Precipitation,9.84,9.85,0,29,29,0.0,0.21849999999999997,30.002599999999997
7128,7129,2011-10-29,Fall,October,15,False,Saturday,False,Light Precipitation,9.02,10.605,3,38,41,0.07317073170731707,0.21605000000000002,16.997899999999998
7129,7130,2011-10-29,Fall,October,16,False,Saturday,False,Light Precipitation,9.02,9.85,3,19,22,0.13636363636363635,0.2085,22.0028
